input_string,lewd,offensive,intent,group
RT @Hokuboku: I like how I found out that you can now edit Facebook comments through a trending topic on Twitter. You think I'd hear abo...,N,N,N,N
Megatron must've fucked Stafford bitch or something.. He will not throw my mans the ball.,N,Y,Y,N
"RT @twerkn4boba: "" fuck you say bitch? I will kill you "" http://t.co/3EiGzh6Q13",N,Y,Y,N
Now the bitch tryin to do vids too? Gurl sit cho ass down,N,Y,Y,N
RT @TheDouch3: Stay safe and remember if u a girl and u on ur period don't go to a party and&#8230;..bitch jus stay home u gross as shit,Y,Y,Y,N
My bitches not average. Spend money I got it. Ya girl want me she gon get fucked ain't no askin,Y,Y,Y,N
@IAMHICK3Y @chillbr0chill bitches on my dick but look at me I'm fucking beautiful,Y,Y,Y,N
RT @ErinEph: New bus stop. Guy across the street is yelling and doing David Lee Roth kicks at swooping crows. I should learn karate.,N,Y,Y,N
RT @KeyshawnSwag: Where my bitches from the itty bitty titty committe!!!????,N,Y,Y,N
@Tattoo_MyLife cuz the whole team trash,N,Y,Y,N
Khloee's new backpack that we colored last night! &#127912; http://t.co/tYndjCsq,N,N,N,N
"@babynacca @Zneezy2Good both you boys need some pussy, damn.&#128521;",Y,Y,Y,N
@GossipCop y don't both of those fat bitches die,N,Y,Y,N
Ain't been on this hoe all day,N,Y,Y,N
RT @IamEvilTebow: Any man who orders a 6 inch sandwich at Subway is a pussy bitch. #Fact,N,Y,Y,N
&#8220;@spannerhead29: @VertrellCarter #faggot&#8221; #Respect,N,Y,Y,N
RT @Fck_Witcho_Mans: Fuck Michigan too many wanna be thugs. If you ask me y'all pussy. I'm out this bitch next year,Y,Y,Y,N
RT @mckenzie_mason: If you're a freshman and you've fucked 1/4 of the boys in the senior class.. You're a hoe. #NotCute,Y,Y,Y,N
Nuke town that pussy,Y,Y,Y,N
"If some one isn't an Anglo-Saxon Protestant, they have no right to be alive in the US. None at all, they are foreign filth.",N,Y,Y,N
Money pussy &amp; freedom!&#128079;&#128588;&#128175;,Y,Y,Y,N
RT @FeeelGreatness: You don't know where your boyfriend is at on a Saturday night? LOL He fucking other bitches that's where he's at,N,Y,Y,N
RT @BigBootyProbs: Happy Valentine&#8217;s Day big booty bitches. &#10084;,N,N,N,N
He trash in concert anyways. RT @akelvoneal: Dude y'all fraud as hell if y'all go to J.Cole concert and you don't fw his music.,N,Y,Y,N
RT @TylerIAm: Not a one RT @TheDiorHomie @TylerIAm lmaooooooo never saw a bitch at a Deltron concert blood,N,Y,Y,N
RT @lildurk_: Seem like dese bitches ain't loyal,N,Y,Y,N
RT @DerekIsNormal: A bitch is wearing a scarf today! I loves me a scarf.,N,Y,Y,N
RT @Bitches_LuvCake: Real niggas let a real bitch cum first &#128527;&#128069;&#128166;&#128166;,Y,Y,Y,N
A bitch who can't ride dick is useless,Y,Y,Y,N
"her ""friends"" said I was shallow, conceited and controlling. I grabbed her wrist and said ""never talk to those fat jealous bitches again!""",N,Y,Y,N
@OhhhChad here come the desperate hoes &#128514;,N,Y,Y,N
@AbstractLife man too much damn giggling was going. He was offering $40 tips and shit. Lol think I even heard the bitch spit a couple times,N,Y,Y,N
RT @thiizz_: &amp; fuck these bitches,N,Y,Y,N
"RT @xSALUTE_BADDAZZ: Well I just got conformation that is your body count is five or above, it's high and you a hoe &#128514;&#128514;&#128514;",N,Y,Y,N
Bad bitches in dirty ass houses &lt;&lt;&lt;,N,Y,Y,N
"@bad_boy_six @ksteven37  Here ya go wetback, eat this.. http://t.co/kf6PgZvH5G",N,N,N,N
"I uploaded a @YouTube video http://t.co/JHUuZpgr UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and",N,N,N,N
&#8220;@koleworld4: &#128541; http://t.co/61zY8Cc47j&#8221;bitches swear they emojis&#128553;&#128514;,N,N,N,N
"Cause these hoes ain't loyal! These niggas ain't either &#1041233;, when it go down you callin for hitters that you... http://t.co/wmrUwTwuJE",N,Y,Y,Y
&#8220;@SexReIationship: Who else thinks lip biting is fucking sexy?&#8221;@MaiaPapayyya_ until that bitch bite too hard put a hoe out once for that,Y,Y,Y,N
Just landed in Orlando. The flight was as bumpy as a bitch,N,Y,Y,N
You want thingamabobs? I got twenty bitch,N,Y,Y,N
"""@midyWIDEY_: I'm rea start smacking bitches period!"" Bluffin at its best",N,Y,Y,N
RT @CurrenSy_Spitta: I never bought a bitch....,N,Y,Y,N
@kincade00 @DaUnfuqwitable1 @Stoopid_lu103 @mistaturk5 @_PlayCrazy @GF_Dalifestyle fuck you bitch,N,Y,Y,N
Whoever made these brownies and cookies belongs in heaven,N,Y,Y,N
I don't know what you been told but I love them project hoes,N,N,N,N
"RT @G0ldenG0ddess: Turn up about to be real, marriott with my bitches for the weekend, mansion tonight, adult swim tomorrow &#128131;",N,N,N,N
"RT @JstKeepScrollin: Been trash ""@WeAre_XCI: The gay Chris bosh jokes are getting old now""""",N,Y,Y,N
@Mijo_LGI you're such a bitch,N,Y,Y,N
The big homie Drizzy threatening these hoes... &#128518;&#128518;&#128518;,N,Y,Y,N
Keep those away frm Charlie Day RT @JhonenV: Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.,N,N,N,N
@ItsMander @kfc You can always gets da colored folk back in da cage wit da KFC,N,Y,Y,N
"RT @linnyitssn: No teabaggers, 9/11 is not about Benghazi, it's about those planes and those towers. Stop watching Fox News.",N,Y,Y,N
"Tell your bae ""ho tre testicoli"" it means ""I love your eyes"" in Italian",N,N,N,N
"&#128588;&#128588;&#128588;""@Datruthh_: Don't do em with my girl lol RT @thelaurenway: So when yall in threesomes does your girl eat the pussy too?""",Y,Y,Y,N
"RT @NYeoman: Jets, Bills and Dolphins all win. How does sole possession of last place feel Mr. Belichick?",N,N,N,N
Without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job.....keep on hoeing!,N,N,N,N
I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl,N,N,N,N
@ileny13 @GiselleMaryy fuck up hoes!,N,Y,Y,N
@YoungJeezy got me feelin like #trappin ain't dead. Got me ready to call the #guala! #Salute da truth! #SeenItAll #SeenItAllTheAutobiography,N,N,N,N
@vj44 did I mention you are an ugly cunt? Go back to Iran.,N,Y,Y,N
Fuck you niggah I'm cold &amp; my aunts said no more throwing people in so I'm going to take a shower &#128524;,N,Y,Y,N
Meek mill said get yo game up before you lose yo bitch damn lol,N,Y,Y,N
"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",N,Y,Y,N
stroking otha niggas hoe is my hobby,N,Y,Y,Y
@MickalaBickham bitch,N,Y,Y,N
Woot! RT @Yankees: #Yankees completed their sixth series sweep of the season and fourth at home.,N,N,N,N
A nicca ain't do shit all day,N,Y,Y,N
I think these bitches tryna set me uuuuhhuuhhhhhp,N,Y,Y,N
@StephyRae7 No I'm pimping out you and those guys at the park playing bitch volleyball. #HairyChestsDoee,N,Y,Y,N
@porcelina33 i was raised the person that uses a gun and cant take an ass whipping is a pussy,Y,Y,Y,N
RT @constantini_c: Who wants to be @ImFlyinJryan's 600 follower? Follow bitches! #cruze2014 #Pittsburgh,N,Y,Y,N
@DefendWallSt those little #ISIS faggots usually have bags over their heads anyway.  Makes bullet placement interesting thru a scope.,N,Y,Y,N
"Flag bitch &#128681;GHAT DAMN... WE NIGHT AS WELL BE PLAYING AGAINST THE FLAG, SHIT!",N,Y,Y,N
RT @arabellaann: &#8220;@0_FacingReality: Finna punch all these bitches in front of me&#8221; das my girl,N,Y,Y,N
@bocgeogaddi @anepicname lmaooooo epic bird wins.,N,N,N,N
Everytime I go out I ain't never wit no new bitches #cuzzints http://t.co/bOL1Dby4ol,N,N,N,N
Saltine crackers for dinner lol. Sad lyfe.,N,N,N,N
"@desamador you gotta be like me n the twins, just chug it all before everyone",N,N,N,N
Nower days the defenition of a bad bitch is how good her pussy is?,Y,Y,Y,N
No more speculation. No more mock drafts. It's finally Draft Day. #BortlesKombat #StormWarning #BuiltByUCF #ChargeOn,N,N,N,N
"RT @Revenant0202: Seriously, Florida. A vote for Charlie Christ is a vote for taxes and ebola.",N,Y,Y,N
RT @Randall_Jayy: &#8220;@_100D: I got hard dick for all dez bitches. I get all they numbers I don't call dez bitches.&#8221; LMAO RT,Y,Y,Y,N
"I ain't got no pussy or weed, I'm on that bitch suck my dick diet",Y,Y,Y,N
Sluts and hoes are needed.Respect their services.,N,N,N,N
@Highwayy_17 you're a bitch,N,Y,Y,N
I'm starting to act Hollywood round this bitch,N,Y,Y,N
&#8220;@DukeAlexMoore: Malibus on a come-up but in other news she mean denna hoe and not even light skinedddd http://t.co/SGGOkjTScH&#8221; HAHAHA!!,N,Y,Y,N
&#8220;@_DMiLL_: &#8220;@1BlackMigo: Kyrie fast than a bitch with the ball&#8221; look like you out there lol&#8221;lol I wish,N,Y,Y,N
"RT @TheOnlyReed: My daughter hate the Freddy Krueger mask I got at the crib, wheneva she act up, I put that bitch on for the NITE",Y,Y,Y,N
"RT @audizzle: Quote of last night, @GinaGaus telling me to find her a curved stick and she'll make a crossbow to shoot a bird down",N,N,N,N
Play pussy and get fucked!,Y,Y,Y,N
What a fucking retard,N,Y,Y,N
RT @KiingVon: These bitches so fucking stupid smh http://t.co/ClvrfbOQBL,N,Y,Y,N
"Got the Vector Job, bitch.",N,Y,Y,N
Brilliant job by @NelsonCanache to limp it back to the pits without causing a yellow. Wish he didn't need to though. #PLM,N,N,N,N
@TomMahoney91 what now bitch,N,Y,Y,N
&#8220;@Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch,N,Y,Y,N
Joe ripping on a Nobel prize winner while hes not their. What a little bitch #morningjoe,N,Y,Y,N
Boy these downlow niccas should be ashamed,N,Y,Y,N
@TonyO97 fuck i look like shopping at that trash ass store,N,Y,Y,N
@BosleyXavier I trip on acid not bitches.,N,Y,Y,N
Just ordered CHINESE food bitches!  BRING ON THE CAT!,N,N,N,N
People ask me y I never speak up bout the subtweets n lil shit people say...BABY tbh ion give a dam bout none of that no nigga or bitch oml,N,Y,Y,N
Im about to fuck taylors bitch ass up,Y,Y,Y,N
"How my bestf gon call me "" People "" like ima regular niggah to her now smh.",N,Y,Y,N
@Dre_thinks that damn coach ain't never called back bitch ass,N,Y,Y,N
Fuckkkk this faggot commie http://t.co/RD81TnCo4f,N,Y,Y,N
Aye my NIGHA #YeaYouReadinDis... Gone let ya bitch fuck wit my team @TwinzNControl donjuuuan&#8230; http://t.co/qloMazph9A,Y,Y,Y,N
&#8220;@l3ahpar: I could write a book on the things hoes say.&#8221;no way Jose,N,N,N,N
what to do when your ear hurts like a bitch?,N,Y,Y,N
RT @AC_Hussle: Real RT @iHitModelsRaw: All jokes aside the hoes I know some of the coolest women I've ever met,N,N,N,N
RT @greyyygoose: @marsvalo @Cheesus85 shut up bitch lol,N,Y,Y,N
@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake they can see this dumbass nigger,N,Y,Y,N
@xtruthseekerx_ blaxican,N,Y,Y,N
@CBSThisMorning @NorahODonnell tx trash you know trouble w ACA is in GOP gov states but like @60 @LaraLogan_News you report lies anyway,N,Y,Y,N
Pisses me off so much when Brett screams fag or whore out the window at people,N,Y,Y,N
This is why people are lucky they only deal with customers over the phone. There'd be a lot of choked out bitches if this was done in person,N,Y,Y,N
@brianabrazilian oh... my phone is some trash! but you knew that!,N,Y,Y,N
@OLE_VertyBstard Yankee noodle is fucking awesome ya bastard.,N,N,N,N
I phone 6 cool but basic I'm girly bitch so dry n plain &#128553;,N,N,N,N
"I'm dracula bitch, don't got a problem smackin a bitch Kidnap em, attack em with axes n shit",N,Y,Y,N
S/O to the fine bitch at Walmart Just now. Melted me at the ankles 0_0,N,Y,Y,N
"RT @cokvne: Fuck twerking, bitch can you cook? &#128530;",N,Y,Y,N
@fabbymichelle your one of my bitches you make money for me!,N,Y,Y,N
&#8220;@fatbellybella: I know u didnt hit that jigga with my fav purse... @solangeknowles&#8221;--no chill! &#128514;&#128514;,N,N,N,N
"RT @BeauutifulNae: - don't trust no, bitch",N,Y,Y,N
RT @WorldStarBests: Resisting the urge to smack a bitch http://t.co/IhQgu7dP5m,N,Y,Y,N
"RT @thisdayinmetal: Apr 29th 1997 @WASPOfficial released the album ""Kill.Fuck.Die"" #TakeTheAddiction #MyTorturedEyes #WASP #HeavyMetal http&#8230;",N,N,N,N
These bitches need to get out of bed and I'll make them cheeseburgers (: #ImAHomie,N,Y,Y,N
#NowPlaying : The Doors - The WASP (Texas Radio and the Big Beat) on #1069TheArrow - http://t.co/R5wuXA9jB6,N,N,N,N
"#ReasonsWhyWeDontGetAlong You're a hoe. Stop focusing on sucking dick, focus on getting rich",Y,Y,Y,N
@GrizzboAdams @wyattnuckels this Friday at the c burg mall you gettin whipped like the bitches I fuck,N,Y,Y,N
@vbyrd_32 dam this hoes should be working at Microsoft,N,Y,Y,N
I know If I don't move out by next year my mom gonna bitch at me the whole time I live with her,N,Y,Y,N
So some pussy don't cream when they cum?,Y,Y,Y,N
Shut up bitch you beat off to your sister.,N,Y,Y,N
"Forreal forreal, I would let the founder of Capcom fuck my bitch. They made Street Fighter AND Marvel vs Capcom #EternallyGrateful",N,Y,Y,N
"@NYRKelsMads @popup82 Its Perfection. My brain crossed wires or something, I dont know why I came up with Concentration,maybe the ghetto one",N,N,N,N
#Yankees Damn. Well Joe that move to the bullpen really helped.,N,N,N,N
Gotta bad red bone that look something like Ashanti,N,N,N,N
"Money, hoes, cars and clothes",N,N,N,N
RT @jaunthegoat: Lost my erection and found it in your girlfriends pussy,Y,Y,Y,N
Legion of jig &#128557;&#128557;&#128557;,N,N,N,N
You pussy if you lie for pussy &#128175;&#128175;,Y,Y,Y,N
Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I can't stop crying tears of unfathomable hilarity.,N,N,N,N
RT @Drfreezeburnn: Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.,N,N,N,N
RT @boss_sant: I would never trip over a bitch that aint mine &#128514;&#128514; niggas clowns man,N,Y,Y,N
RT @flygurlWilliams: If yo bitch only fucking with you bcuz of your money chances are any nigga with some money can fuck her?&#128563;,Y,Y,Y,N
#stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds,N,N,N,N
I beg to differ on that lip bittin shit. Dis bitch bit my lip nd tried to suck my blood. Aint shit sexy about that,Y,Y,Y,N
Well thank goodness I got other musicians that aren't bitches.. like @Tampa_Rick for example.,N,N,N,N
Surprise bitch &#128526;,N,Y,Y,N
RT @SC4K: Getting ready for the annual heart and sole luncheon @RenHotels #cle with @EricGordon_CEO http://t.co/UJ721FmsXB,N,N,N,N
The power of Christ compels you to pop that pussy.,Y,Y,Y,N
RT @i_EaT_PIE: Dame the type of bitch that go to jail to meet men &#128514;&#128514;&#128514; http://t.co/ZWtTSb9cc1,N,Y,Y,N
IM our here filling these hoes jaw side,N,Y,Y,N
Hate when bitches get boyfriends then forget all about you like you wasn't there before they got together,N,Y,Y,N
"RT @StevStiffler: Can't trust a bitch who lets the microwave hit 0, she doesn't care about her life...she probably jumps on the lava part o&#8230;",N,Y,Y,N
RT @TylerCarter4L: Hell yea bitch!!!,N,Y,Y,N
@lanaaabanana lady Bligh is my bitch!! I got 10 natty daddy's in my fridge #turnup,N,Y,Y,N
RT @stayfoqused: Don't eat pussy until she show you the Vagfax,Y,Y,Y,N
&#8220;@xo_omiexo: not one single bone in my body gives a fuck about what the next bitch thinks. &#128581;&#128564;&#8221;,N,Y,Y,N
Well damn!! LMaooo.... &#171;@IGiveEmNathan It was the dyke in that picture she used to be a girl once up on a time&#187;,N,N,N,N
@KLSouth @Miss_Didi23 is an evil hate whitey racist who thinks Delbert Belton deserved it. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson,N,Y,Y,N
"Mad respect to Affleck for refusing to wear a Yankees cap, though as a Sox fan wearing a Mets cap probably irritated him too.",N,N,N,N
RT @WellDamnDymo: if you cant see when you have a real woman by yourside through thick and thin. then maybe you do deserve these hoes. #Si&#8230;,N,Y,Y,N
"Well,is he gonna take da bitch or naw?",N,Y,Y,N
RT @Jaydillz: RT if you a hoe,N,Y,Y,N
"RT @TheBloodShow: I hate typing something so detailed &amp; somebody respond with ""huh?"" bitch I'm Finna type the same thing twice dumb bitch",N,Y,Y,N
Y'all complaining about thirst traps? FR? Theirs models that dress just like that? Ass out and all STFU. Don't make you a hoe wtf.,N,Y,Y,N
@joshmtz1199 bitch I'm starving!,N,Y,Y,N
SHIT! RT @KingHov1313: I want a bitch so bad that I'd eat her in front of her kids!&#128553;,Y,Y,Y,N
"@AceHudsonJr bitches tryna take all my money, g.",N,Y,Y,N
I got no patience for hoes actin lame ima stop fuckin wit yo ass quick asl,N,Y,Y,N
"RT @BrandonTierney: Crooked number followed by shut down frame, love it. #Yankees",N,N,N,N
4 fat hoes ina caddilac. U can tell they jus lost dey luxury car ride virginity#hoes too happy lmao,Y,Y,Y,Y
"RT @angiecuh: Man, how you ""shittin"" on all these hoes when you're only cute with make up on?&#9995;&#128564;",N,Y,Y,N
Horny cougar gets two cocks shoved in her&#160;pussy http://t.co/wYF4ew32hF,Y,Y,Y,N
@jalenwanna bad bitches only?,N,Y,Y,N
Lol niccas remember the ginyu force &#128514;,N,N,N,N
When Stoni isn't doing his faggot gook speak he's actually funny,N,Y,Y,N
RT @PoiiNtGuaRd: Them bitches prolly had to pay Beyonc&#233; 100 million to perform 5 minutes &#128530;,N,Y,Y,N
"Man, aunt petunia is a royal bitch.",N,Y,Y,N
That bitch got 5 million boyfriends,N,Y,Y,N
"Gotta put it back in rotation RT @MRGDII: @viaNAWF ain't heard u say...""you lil stupid ass bitch"" in a minute fam u slackin lol",N,Y,Y,N
&#8220;@YaBoyRoshi: When you try to smash but that pussy stank http://t.co/alfwPUmnls&#8221;,Y,Y,Y,N
making sweet love to my hand cause i cant buy a hoe tonight,N,N,N,N
Dude I work with is so pussy.,Y,Y,Y,N
@yooocaly *mormon hoes ;),N,N,N,N
"RT @Kamri_noToyota: &#8220;@Felz_: KING was fire RT @viaNAWF: King, TI vs tip and that troubleman albums all trash.&#8221; Most def",N,N,N,N
When I wanna nut an she wanna nut at the same time I'm Peyton Manning this bitch audible OMHA,N,Y,Y,N
